604.0,509.0,512.0,147.0,Rose,Rose
604.0,510.0,513.0,146.0,Rose,Rose
604.0,509.0,513.0,146.0,Rose,Rose
605.0,510.0,513.0,145.0,Rose,Rose
604.0,509.0,512.0,146.0,Rose,Rose
605.0,510.0,513.0,146.0,Rose,Rose
604.0,509.0,512.0,146.0,Rose,Rose
604.0,509.0,513.0,146.0,Rose,Rose
605.0,508.0,512.0,145.0,Rose,Rose
605.0,509.0,512.0,146.0,Rose,Rose
605.0,508.0,513.0,146.0,Rose,Rose
604.0,509.0,512.0,146.0,Rose,Rose
605.0,508.0,513.0,146.0,Rose,Rose
604.0,509.0,512.0,145.0,Rose,Rose
603.0,509.0,512.0,145.0,Rose,Rose
604.0,508.0,512.0,146.0,Rose,Rose
604.0,508.0,512.0,146.0,Rose,Rose
604.0,509.0,511.0,149.0,Rose,Rose
604.0,508.0,511.0,149.0,Rose,Rose
604.0,509.0,512.0,145.0,Rose,Rose
604.0,509.0,512.0,146.0,Rose,Rose
604.0,509.0,511.0,148.0,Rose,Rose
604.0,509.0,512.0,145.0,Rose,Rose
604.0,508.0,511.0,149.0,Rose,Rose
604.0,509.0,512.0,146.0,Rose,Rose
604.0,509.0,512.0,146.0,Rose,Rose
604.0,508.0,512.0,145.0,Rose,Rose
604.0,509.0,511.0,148.0,Rose,Rose
604.0,508.0,512.0,145.0,Rose,Rose
604.0,509.0,511.0,149.0,Rose,Rose
604.0,508.0,511.0,148.0,Rose,Rose
604.0,508.0,512.0,145.0,Rose,Rose
604.0,508.0,511.0,148.0,Rose,Rose
604.0,508.0,512.0,145.0,Rose,Rose
604.0,508.0,511.0,148.0,Rose,Rose
604.0,508.0,511.0,148.0,Rose,Rose
604.0,508.0,511.0,148.0,Rose,Rose
604.0,508.0,511.0,149.0,Rose,Rose
604.0,508.0,512.0,145.0,Rose,Rose
604.0,508.0,512.0,144.0,Rose,Rose
605.0,508.0,511.0,148.0,Rose,Rose
604.0,508.0,510.0,149.0,Rose,Rose
604.0,507.0,511.0,149.0,Rose,Rose
603.0,508.0,512.0,145.0,Rose,Rose
604.0,508.0,512.0,146.0,Rose,Rose
604.0,509.0,512.0,147.0,Rose,Rose
604.0,509.0,512.0,147.0,Rose,Rose
605.0,509.0,513.0,147.0,Rose,Rose
605.0,508.0,513.0,148.0,Rose,Rose
605.0,509.0,512.0,148.0,Rose,Rose
605.0,509.0,512.0,149.0,Rose,Rose
605.0,510.0,512.0,149.0,Rose,Rose
604.0,509.0,513.0,149.0,Rose,Rose
605.0,509.0,512.0,149.0,Rose,Rose
605.0,509.0,513.0,149.0,Rose,Rose
605.0,509.0,512.0,149.0,Rose,Rose
605.0,509.0,512.0,149.0,Rose,Rose
604.0,509.0,511.0,152.0,Rose,Rose
604.0,509.0,512.0,149.0,Rose,Rose
605.0,509.0,512.0,149.0,Rose,Rose
605.0,509.0,512.0,150.0,Rose,Rose
605.0,508.0,512.0,149.0,Rose,Rose
605.0,509.0,512.0,150.0,Rose,Rose
605.0,508.0,512.0,150.0,Rose,Rose
604.0,508.0,512.0,149.0,Rose,Rose
604.0,508.0,512.0,150.0,Rose,Rose
604.0,509.0,511.0,153.0,Rose,Rose
605.0,508.0,512.0,150.0,Rose,Rose
604.0,509.0,512.0,149.0,Rose,Rose
605.0,508.0,511.0,153.0,Rose,Rose
604.0,508.0,512.0,150.0,Rose,Rose
604.0,508.0,512.0,150.0,Rose,Rose
605.0,509.0,512.0,149.0,Rose,Rose
605.0,508.0,512.0,150.0,Rose,Rose
604.0,508.0,511.0,153.0,Rose,Rose
605.0,508.0,511.0,153.0,Rose,Rose
604.0,508.0,511.0,152.0,Rose,Rose
605.0,508.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,153.0,Rose,Rose
604.0,508.0,511.0,153.0,Rose,Rose
604.0,507.0,511.0,153.0,Rose,Rose
604.0,508.0,511.0,153.0,Rose,Rose
605.0,508.0,510.0,153.0,Rose,Rose
605.0,507.0,511.0,153.0,Rose,Rose
605.0,507.0,511.0,153.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
605.0,507.0,510.0,153.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,153.0,Rose,Rose
605.0,507.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
604.0,507.0,511.0,152.0,Rose,Rose
604.0,506.0,511.0,151.0,Rose,Rose
604.0,507.0,511.0,151.0,Rose,Rose
604.0,506.0,510.0,151.0,Rose,Rose
604.0,506.0,510.0,151.0,Rose,Rose
604.0,506.0,510.0,151.0,Rose,Rose
603.0,506.0,510.0,151.0,Rose,Rose
604.0,506.0,510.0,151.0,Rose,Rose
604.0,507.0,510.0,151.0,Rose,Rose
604.0,506.0,510.0,151.0,Rose,Rose
604.0,506.0,510.0,150.0,Rose,Rose
604.0,506.0,509.0,150.0,Rose,Rose
604.0,506.0,509.0,151.0,Rose,Rose
604.0,506.0,510.0,150.0,Rose,Rose
604.0,505.0,509.0,150.0,Rose,Rose
604.0,505.0,509.0,150.0,Rose,Rose
603.0,505.0,509.0,149.0,Rose,Rose
604.0,505.0,509.0,150.0,Rose,Rose
603.0,505.0,510.0,149.0,Rose,Rose
603.0,505.0,509.0,150.0,Rose,Rose
603.0,505.0,510.0,149.0,Rose,Rose
604.0,505.0,509.0,149.0,Rose,Rose
604.0,505.0,509.0,150.0,Rose,Rose
603.0,505.0,509.0,150.0,Rose,Rose
603.0,505.0,509.0,149.0,Rose,Rose
603.0,505.0,509.0,149.0,Rose,Rose
603.0,505.0,508.0,149.0,Rose,Rose
603.0,504.0,509.0,150.0,Rose,Rose
603.0,505.0,508.0,149.0,Rose,Rose
603.0,505.0,508.0,150.0,Rose,Rose
603.0,505.0,508.0,148.0,Rose,Rose
603.0,504.0,509.0,150.0,Rose,Rose
603.0,504.0,509.0,150.0,Rose,Rose
603.0,504.0,508.0,149.0,Rose,Rose
603.0,504.0,509.0,149.0,Rose,Rose
602.0,504.0,509.0,149.0,Rose,Rose
603.0,504.0,509.0,149.0,Rose,Rose
603.0,505.0,509.0,149.0,Rose,Rose
603.0,504.0,509.0,149.0,Rose,Rose
603.0,504.0,508.0,149.0,Rose,Rose
603.0,504.0,508.0,149.0,Rose,Rose
602.0,504.0,509.0,148.0,Rose,Rose
602.0,503.0,507.0,149.0,Rose,Rose
602.0,504.0,508.0,148.0,Rose,Rose
602.0,504.0,508.0,148.0,Rose,Rose
603.0,504.0,508.0,149.0,Rose,Rose
603.0,503.0,508.0,148.0,Rose,Rose
603.0,503.0,508.0,148.0,Rose,Rose
603.0,503.0,508.0,149.0,Rose,Rose
603.0,503.0,507.0,148.0,Rose,Rose
603.0,504.0,508.0,148.0,Rose,Rose
603.0,503.0,507.0,148.0,Rose,Rose
602.0,503.0,507.0,148.0,Rose,Rose
602.0,503.0,508.0,148.0,Rose,Rose
603.0,503.0,508.0,147.0,Rose,Rose
603.0,503.0,508.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
603.0,503.0,508.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
603.0,503.0,508.0,147.0,Rose,Rose
603.0,503.0,507.0,147.0,Rose,Rose
602.0,502.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,502.0,507.0,146.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,146.0,Rose,Rose
603.0,502.0,507.0,147.0,Rose,Rose
602.0,502.0,507.0,146.0,Rose,Rose
602.0,502.0,507.0,147.0,Rose,Rose
602.0,502.0,507.0,147.0,Rose,Rose
602.0,503.0,507.0,147.0,Rose,Rose
602.0,502.0,507.0,146.0,Rose,Rose
602.0,502.0,507.0,146.0,Rose,Rose
602.0,502.0,507.0,147.0,Rose,Rose
602.0,502.0,506.0,146.0,Rose,Rose
602.0,502.0,507.0,146.0,Rose,Rose
602.0,502.0,507.0,147.0,Rose,Rose
602.0,502.0,506.0,147.0,Rose,Rose
602.0,502.0,507.0,146.0,Rose,Rose
601.0,501.0,506.0,146.0,Rose,Rose
601.0,503.0,507.0,147.0,Rose,Rose
602.0,501.0,507.0,146.0,Rose,Rose
601.0,502.0,507.0,145.0,Rose,Rose
