NO2,C2H5CH,VOC,CO,Data Name
228.53,135.73,142.40,131.41,Air
762.67,767.31,782.65,647.48,Chocolate
788.55,862.92,870.55,859.39,Perfume
642.25,566.62,596.12,305.24,Rose
748.80,801.32,818.64,862.87,Banana
843.35,856.46,864.80,822.27,Bread
784.27,811.71,826.04,684.62,Coffee
607.12,460.22,498.30,186.27,Cola
683.79,706.21,728.32,678.28,Fish
415.57,336.14,371.40,244.80,Garlic
777.32,752.31,798.49,525.77,Smoke
