NO2,C2H5CH,VOC,CO,Data Name
228.62,135.77,142.35,131.40,Air
762.67,767.31,782.65,647.48,Chocolate
785.77,860.04,867.53,831.78,Perfume
642.10,566.48,595.84,308.69,Rose
748.98,801.78,818.88,863.41,Banana
842.78,856.08,864.43,822.66,Bread
784.34,811.69,826.00,684.63,Coffee
607.26,460.22,498.31,185.71,Cola
683.58,706.25,728.52,682.95,Fish
416.02,336.41,371.51,244.83,Garlic
774.59,748.48,794.95,519.04,Smoke
