NO2,C2H5CH,VOC,CO,Data Name
228.72,135.83,142.33,131.21,Air
762.67,767.31,782.65,647.48,Chocolate
785.39,858.72,866.24,823.22,Perfume
641.92,566.22,595.52,309.19,Rose
748.89,801.81,818.85,863.44,Banana
842.94,856.17,864.50,822.72,Bread
784.46,811.65,825.95,684.95,Coffee
607.27,460.28,498.37,185.81,Cola
683.51,706.43,728.70,685.18,Fish
415.82,336.26,371.31,244.92,Garlic
774.29,748.17,794.57,520.06,Smoke
