NO2,C2H5CH,VOC,CO,Data Name
227.73,135.33,142.02,131.33,Air
762.67,767.31,782.65,647.48,Chocolate
790.44,863.00,870.88,867.09,Perfume
643.50,568.08,597.29,301.07,Rose
747.71,800.01,817.71,861.40,Banana
827.78,842.65,853.12,824.48,Bread
784.11,811.56,825.93,684.87,Coffee
607.57,460.94,498.98,187.16,Cola
683.14,704.76,726.49,672.62,Fish
413.52,334.74,370.30,245.09,Garlic
780.61,757.68,803.30,537.85,Smoke
