NO2,C2H5CH,VOC,CO,Data Name
228.44,135.67,142.34,131.51,Air
300.44,250.67,240.34,104.51,Air
787.81,862.09,869.70,852.43,Perfume
642.23,566.63,596.11,650.22,Rose
601.00,502.00,506.00,147.00,Rose
690.38,683.69,696.01,452.95,Coffee
