NO2,C2H5CH,VOC,CO,Data Name
227.96,135.40,142.15,131.68,Air
762.67,767.31,782.65,647.48,Chocolate
789.46,863.19,870.92,865.09,Perfume
641.93,565.90,595.37,301.08,Rose
748.21,800.57,818.08,861.95,Banana
835.45,849.87,859.19,824.24,Bread
784.27,811.53,825.87,685.21,Coffee
607.26,460.51,498.57,186.80,Cola
683.34,705.44,727.36,676.75,Fish
414.46,335.32,370.75,244.86,Garlic
779.08,755.17,801.06,531.74,Smoke
