NO2,C2H5CH,VOC,CO,Data Name
227.31,135.06,141.90,131.68,Air
762.65,767.28,782.62,647.44,Chocolate
791.32,863.23,871.23,870.53,Perfume
644.96,570.01,599.02,303.33,Rose
747.02,799.23,817.20,860.72,Banana
824.56,839.33,850.30,823.80,Bread
783.80,811.70,826.09,683.94,Coffee
607.98,461.61,499.62,187.80,Cola
682.95,703.92,725.50,667.53,Fish
413.36,334.81,370.50,245.38,Garlic
781.03,758.44,804.05,538.49,Smoke
