NO2,C2H5CH,VOC,CO,Data Name
228.05,135.33,141.85,131.46,Air
762.67,767.31,782.65,647.48,Chocolate
783.51,854.72,862.22,795.11,Perfume
641.74,566.17,595.24,312.10,Rose
748.43,801.62,818.56,863.13,Banana
841.43,855.15,863.59,823.64,Bread
784.46,811.68,825.97,684.76,Coffee
607.45,460.52,498.56,185.74,Cola
683.23,707.05,729.23,691.65,Fish
415.17,335.79,370.68,245.24,Garlic
773.19,746.92,793.16,520.44,Smoke
