NO2,C2H5CH,VOC,CO,Data Name
228.60,135.75,142.27,131.35,Air
762.67,767.31,782.65,647.48,Chocolate
784.54,856.58,864.12,808.88,Perfume
641.86,566.22,595.44,309.92,Rose
748.81,801.79,818.81,863.41,Banana
842.99,856.18,864.51,822.80,Bread
784.44,811.66,825.96,684.91,Coffee
607.39,460.36,498.44,185.60,Cola
683.43,706.51,728.79,686.90,Fish
415.71,336.20,371.22,244.99,Garlic
774.04,748.01,794.30,520.82,Smoke
