NO2,C2H5CH,VOC,CO,Data Name
227.31,135.10,141.90,131.73,Air
762.67,767.30,782.64,647.47,Chocolate
790.68,862.56,870.50,864.83,Perfume
644.12,568.82,597.96,301.71,Rose
747.24,799.49,817.35,860.89,Banana
825.89,840.81,851.59,824.38,Bread
783.97,811.65,826.03,684.56,Coffee
607.74,461.23,499.25,187.53,Cola
682.99,704.19,725.84,669.99,Fish
413.56,334.93,370.58,245.35,Garlic
780.99,758.38,803.88,539.55,Smoke
