NO2,C2H5CH,VOC,CO,Data Name
228.82,135.91,142.48,131.30,Air
762.67,767.31,782.65,647.48,Chocolate
786.96,863.50,870.92,854.98,Perfume
642.33,566.86,596.28,307.48,Rose
749.00,801.68,818.86,863.30,Banana
843.49,856.56,864.86,822.31,Bread
784.37,811.69,826.01,684.88,Coffee
607.18,460.21,498.30,186.00,Cola
683.74,706.23,728.48,680.46,Fish
415.95,336.38,371.54,244.79,Garlic
775.60,749.82,796.21,521.06,Smoke
