NO2,C2H5CH,VOC,CO,Data Name
227.82,135.35,142.19,131.20,Air
762.61,767.24,782.57,647.37,Chocolate
791.64,862.82,870.93,869.57,Perfume
645.38,570.66,599.62,304.20,Rose
746.74,799.00,817.04,860.54,Banana
824.67,839.35,850.29,823.24,Bread
783.86,811.68,826.03,684.57,Coffee
608.03,461.79,499.79,188.15,Cola
682.86,703.61,725.14,665.73,Fish
413.45,334.90,370.60,245.39,Garlic
780.72,757.91,803.93,535.48,Smoke
