NO2,C2H5CH,VOC,CO,Data Name
228.27,135.48,142.00,131.40,Air
762.67,767.31,782.65,647.48,Chocolate
783.67,854.57,862.10,795.26,Perfume
641.76,566.14,595.27,311.40,Rose
748.52,801.66,818.62,863.21,Banana
842.00,855.53,863.93,823.35,Bread
784.38,811.66,825.97,684.47,Coffee
607.49,460.53,498.59,185.71,Cola
683.34,706.89,729.10,689.91,Fish
415.36,335.94,370.90,245.15,Garlic
773.67,747.64,793.81,521.79,Smoke
