NO2,C2H5CH,VOC,CO,Data Name
228.04,135.33,141.88,131.57,Air
762.67,767.31,782.65,647.48,Chocolate
784.06,855.56,863.08,801.67,Perfume
641.89,566.35,595.47,310.91,Rose
748.61,801.68,818.67,863.26,Banana
842.53,855.88,864.24,823.04,Bread
784.44,811.65,825.96,684.90,Coffee
607.45,460.51,498.57,185.76,Cola
683.37,706.67,728.92,688.44,Fish
415.60,336.12,371.10,245.05,Garlic
773.76,747.67,793.92,520.94,Smoke
