NO2,C2H5CH,VOC,CO,Data Name
227.96,135.41,142.21,131.65,Air
762.67,767.31,782.65,647.48,Chocolate
789.70,862.44,870.24,861.99,Perfume
642.39,566.49,595.80,300.44,Rose
748.01,800.35,817.94,861.74,Banana
830.06,844.84,854.94,824.27,Bread
784.12,811.59,825.95,684.74,Coffee
607.38,460.69,498.73,187.06,Cola
683.38,705.34,727.13,674.32,Fish
413.89,335.06,370.60,245.14,Garlic
780.17,756.95,802.63,536.42,Smoke
